task_type,title,duration_minutes,urgency,deadline_urgency,importance_to_goals,depends_on_you,stress_level,motivation_level,enjoyment_level,task_blocking_others,priority
Study,Revise notes,43,2,Overdue,5,1,4,5,2,1,Medium
Work,Review code,110,2,No Deadline,4,1,2,5,5,0,Low
Work,Write proposal,37,5,Today,3,0,4,2,3,1,Medium
Study,Submit assignment,14,4,Today,3,1,1,3,1,1,Medium
Errand,Buy groceries,5,3,No Deadline,1,1,5,2,1,1,Low
Errand,Book tickets,22,5,Overdue,3,1,2,3,4,1,High
Work,Review code,64,1,No Deadline,3,0,3,5,3,1,Low
Health,Go to gym,70,4,This Week,5,1,5,3,1,1,Medium
Health,Sleep early,72,4,Overdue,1,1,1,5,4,0,Medium
Personal,Pay bills,52,2,Today,2,1,4,1,1,0,Low
Work,Fix bug,148,1,Tomorrow,5,0,2,4,5,1,Low
Study,Submit assignment,122,2,No Deadline,2,1,5,4,4,0,Low
Errand,Buy groceries,15,3,Overdue,2,1,5,4,2,0,Low
Health,Sleep early,161,4,Next Week,5,1,3,1,1,0,Medium
Study,Revise notes,79,1,This Week,1,0,4,5,5,0,Low
Personal,Plan trip,28,2,No Deadline,5,0,1,4,1,0,Low
Work,Send report,9,5,Today,5,0,4,5,3,1,Medium
Personal,Clean room,96,1,Today,5,0,3,1,3,0,Low
Work,Send report,21,4,Overdue,4,1,4,5,5,1,Medium
Study,Practice math,67,2,Today,5,0,5,2,3,0,Low
Work,Write proposal,15,2,Overdue,3,1,4,4,4,1,Medium
Personal,Plan trip,168,2,Next Week,4,1,4,5,4,1,Low
Study,Read chapter,23,1,No Deadline,2,1,4,3,3,1,Low
Health,Sleep early,178,1,Next Week,3,1,4,1,3,1,Low
Study,Practice math,90,2,No Deadline,1,1,2,3,3,0,Low
Work,Fix bug,135,4,Next Week,4,0,3,1,2,1,Medium
Work,Fix bug,54,1,Today,1,0,3,2,3,0,Low
Personal,Pay bills,70,4,Overdue,4,0,2,2,4,0,Medium
Work,Write proposal,177,2,Today,2,1,3,4,1,1,Low
Errand,Book tickets,57,3,No Deadline,4,0,3,5,5,0,Low
Personal,Call mom,24,3,No Deadline,1,1,5,5,3,0,Low
Work,Write proposal,53,3,Overdue,4,0,4,4,3,1,Medium
Health,Meditate,142,3,No Deadline,3,0,4,3,3,1,Low
Personal,Pay bills,76,4,Tomorrow,2,1,1,3,2,1,Medium
Work,Fix bug,165,1,Today,5,1,2,5,1,0,Low
Study,Revise notes,147,3,Tomorrow,2,0,3,5,2,0,Low
Health,Meditate,28,2,No Deadline,3,0,2,3,2,0,Low
Health,Take vitamins,114,3,Today,5,0,5,4,4,1,Medium
Personal,Call mom,127,3,This Week,2,0,2,3,5,1,Low
Work,Attend meeting,140,4,Overdue,5,0,4,4,2,1,Medium
Errand,Buy groceries,80,4,Next Week,5,0,4,3,2,1,Medium
Study,Practice math,72,4,Next Week,1,0,1,5,2,1,Low
Errand,Visit bank,158,3,This Week,5,1,1,1,2,1,Medium
Errand,Book tickets,159,3,Today,3,0,1,3,4,1,Low
Personal,Call mom,56,1,Today,3,0,2,1,5,0,Low
Health,Sleep early,88,5,Today,1,1,2,1,3,0,Medium
Health,Cook healthy meal,126,5,Next Week,3,1,3,3,3,1,Medium
Errand,Visit bank,67,3,Today,5,0,5,2,3,0,Medium
Health,Sleep early,88,2,This Week,5,1,2,5,3,0,Low
Personal,Plan trip,90,1,Tomorrow,5,1,1,1,4,0,Low
Personal,Plan trip,117,1,Next Week,5,0,4,5,1,1,Low
Health,Take vitamins,100,1,Today,4,1,5,3,2,1,Low
Personal,Pay bills,176,5,Today,5,1,2,4,3,0,Medium
Health,Cook healthy meal,180,4,This Week,1,1,3,2,4,1,Medium
Work,Fix bug,42,2,Tomorrow,1,0,5,4,4,0,Low
Personal,Organize photos,68,4,Overdue,3,1,5,2,3,0,Medium
Health,Sleep early,171,4,Overdue,3,0,5,4,4,0,Medium
Work,Write proposal,139,4,Tomorrow,1,1,2,4,3,0,Low
Work,Fix bug,152,2,Overdue,2,1,5,2,4,1,Medium
Personal,Clean room,178,1,Overdue,3,0,1,4,3,0,Low
Health,Sleep early,164,5,Next Week,5,1,4,2,3,1,High
Study,Revise notes,80,1,Overdue,5,1,5,3,1,1,Medium
Work,Review code,82,5,Next Week,5,1,4,3,1,1,High
Study,Watch lecture,93,4,Next Week,2,1,3,4,2,1,Medium
Personal,Plan trip,137,3,Overdue,2,0,1,4,2,1,Low
Personal,Clean room,45,5,Tomorrow,4,0,5,2,1,1,Medium
Health,Meditate,5,4,No Deadline,4,0,1,2,3,1,Low
Study,Revise notes,140,3,Next Week,5,1,1,2,5,1,Medium
Personal,Call mom,153,2,Overdue,1,1,5,5,1,1,Low
Work,Write proposal,9,2,Tomorrow,1,1,4,1,5,1,Low
Work,Send report,110,3,Tomorrow,3,0,1,1,5,0,Low
Health,Take vitamins,129,5,This Week,4,0,2,1,2,1,Medium
Personal,Plan trip,34,5,Overdue,2,1,3,3,5,1,Medium
Errand,Visit bank,93,1,Today,3,0,5,1,4,1,Low
Health,Meditate,91,5,This Week,1,1,2,5,4,1,Medium
Study,Watch lecture,98,5,Overdue,4,0,1,2,1,1,High
Errand,Buy groceries,50,4,Next Week,4,0,2,2,1,1,Medium
Work,Fix bug,147,5,Tomorrow,2,1,3,2,3,1,Medium
Study,Read chapter,76,3,Tomorrow,2,1,5,3,2,1,Low
Errand,Pick up parcel,129,3,Today,2,0,1,3,2,0,Low
Errand,Buy groceries,74,3,Overdue,3,0,5,5,3,0,Low
Personal,Organize photos,76,4,Tomorrow,4,0,5,5,4,1,Medium
Errand,Buy groceries,64,5,This Week,3,0,4,4,5,1,Medium
Work,Send report,65,2,Overdue,1,1,5,3,4,1,Low
Personal,Call mom,141,3,Next Week,3,1,5,3,5,1,Medium
Study,Read chapter,13,4,Next Week,4,1,1,3,2,0,Medium
Personal,Pay bills,150,1,Next Week,3,1,2,5,2,0,Low
Work,Fix bug,104,1,Tomorrow,3,0,1,1,1,0,Low
Health,Meditate,180,4,Today,4,1,2,2,3,0,Medium
Work,Review code,151,4,Next Week,5,0,4,4,2,1,Medium
Health,Sleep early,89,3,Overdue,2,0,5,1,1,0,Medium
Personal,Clean room,64,5,Tomorrow,5,1,1,2,2,0,Medium
Health,Meditate,125,3,This Week,2,1,2,2,1,1,Low
Work,Review code,94,2,Overdue,1,1,3,5,2,1,Low
Health,Go to gym,33,1,This Week,4,1,1,3,3,1,Low
Study,Submit assignment,81,5,Tomorrow,3,0,2,3,1,0,Medium
Work,Write proposal,120,2,Next Week,1,0,4,3,5,1,Low
Work,Send report,66,2,This Week,4,0,2,1,1,0,Low
Health,Take vitamins,178,2,Today,1,0,1,2,5,1,Low
Work,Fix bug,38,3,No Deadline,3,0,4,4,5,0,Low
Work,Review code,102,4,Tomorrow,3,1,2,4,5,0,Medium
Study,Practice math,137,3,This Week,5,0,4,4,3,1,Medium
Work,Fix bug,28,2,This Week,3,1,5,5,2,0,Low
Personal,Organize photos,15,5,No Deadline,4,0,2,1,2,0,Medium
Health,Cook healthy meal,158,5,Today,2,0,4,4,3,1,Medium
Personal,Plan trip,91,4,Today,2,0,5,2,1,0,Low
Health,Take vitamins,154,1,Tomorrow,4,1,2,5,3,0,Low
Personal,Organize photos,127,3,Today,1,1,1,2,5,1,Low
Personal,Clean room,179,2,Overdue,3,1,3,4,1,1,Medium
Personal,Call mom,164,4,This Week,3,0,1,3,1,0,Medium
Health,Take vitamins,35,2,Next Week,4,1,5,5,1,0,Low
Health,Go to gym,35,4,Tomorrow,4,0,5,2,5,1,Medium
Health,Take vitamins,57,5,This Week,4,1,4,4,2,1,Medium
Errand,Book tickets,18,2,Today,1,1,4,2,5,0,Low
Health,Sleep early,143,3,Next Week,5,1,5,5,1,1,Medium
Personal,Call mom,146,4,This Week,2,0,4,5,5,0,Low
Study,Submit assignment,30,2,This Week,1,0,3,5,5,0,Low
Personal,Clean room,106,1,This Week,3,1,2,4,2,1,Low
Errand,Pick up parcel,61,3,Overdue,2,1,3,3,5,1,Medium
Health,Cook healthy meal,134,4,No Deadline,2,1,5,4,4,1,Low
Health,Sleep early,14,1,Today,5,0,5,5,4,1,Low
Work,Attend meeting,170,5,Tomorrow,1,1,2,1,3,0,Medium
Health,Sleep early,88,4,Overdue,2,0,2,3,4,1,Medium
Health,Sleep early,50,1,Next Week,2,1,3,2,1,0,Low
Work,Fix bug,65,1,No Deadline,4,0,5,3,4,1,Low
Personal,Pay bills,52,4,This Week,2,0,5,2,4,1,Medium
Personal,Pay bills,27,2,Today,3,1,4,2,2,0,Low
Personal,Organize photos,113,2,Next Week,3,1,4,2,1,1,Low
Personal,Call mom,63,5,Overdue,5,0,5,3,5,1,High
Personal,Plan trip,76,2,Next Week,5,0,4,2,2,1,Medium
Personal,Call mom,72,5,Overdue,2,0,4,1,4,1,Medium
Study,Practice math,142,5,Next Week,5,0,3,2,2,0,Medium
Personal,Plan trip,153,1,Today,2,1,4,1,4,1,Low
Errand,Buy groceries,110,5,This Week,3,1,2,2,3,1,Medium
Study,Read chapter,80,1,Tomorrow,1,1,4,4,3,0,Low
Work,Send report,149,4,Today,4,0,5,5,2,1,Medium
Study,Revise notes,172,1,Overdue,4,0,5,4,3,0,Low
Personal,Plan trip,60,4,Overdue,2,0,4,4,3,0,Medium
Personal,Pay bills,89,5,Today,4,0,3,2,4,1,Medium
Work,Review code,94,4,Tomorrow,4,1,5,1,4,0,Medium
Errand,Book tickets,23,5,No Deadline,4,0,4,3,2,0,Low
Study,Submit assignment,73,2,Next Week,3,1,4,1,3,1,Low
Personal,Pay bills,95,2,This Week,4,1,5,2,5,1,Medium
Study,Read chapter,96,1,Tomorrow,2,1,5,5,1,1,Low
Study,Submit assignment,180,5,Next Week,1,1,2,5,5,0,Low
Health,Take vitamins,171,3,Overdue,1,1,3,4,3,1,Low
Study,Practice math,131,2,Today,2,0,2,1,1,0,Low
Personal,Pay bills,139,2,This Week,5,0,1,3,3,0,Low
Study,Read chapter,168,5,Tomorrow,1,1,2,3,5,1,Medium
Personal,Pay bills,124,4,Overdue,2,0,3,4,1,1,Medium
Personal,Call mom,170,3,Today,1,0,5,3,4,1,Low
Health,Meditate,37,5,Overdue,1,0,1,5,2,1,Medium
Health,Meditate,135,2,Overdue,2,1,1,1,4,1,Medium
Health,Meditate,60,4,No Deadline,4,0,5,2,3,1,Low
Health,Take vitamins,165,4,Next Week,3,1,5,4,2,1,Medium
Study,Watch lecture,90,3,Tomorrow,5,1,3,5,2,1,Medium
Personal,Plan trip,171,4,No Deadline,1,1,5,3,4,1,Low
Study,Submit assignment,153,4,This Week,5,0,4,4,1,0,Medium
Errand,Book tickets,126,3,Overdue,2,0,4,5,2,0,Low
Health,Take vitamins,27,2,Today,2,0,3,4,2,1,Low
Study,Submit assignment,21,3,Today,1,0,4,2,2,1,Low
Health,Cook healthy meal,121,4,Tomorrow,3,1,5,1,5,0,Medium
Health,Go to gym,127,5,Today,5,1,5,4,2,1,Medium
Personal,Pay bills,170,2,No Deadline,4,1,4,5,1,1,Low
Work,Write proposal,155,4,Overdue,1,1,4,3,4,0,Medium
Errand,Car service,48,1,Today,3,0,2,1,2,1,Low
Health,Sleep early,152,4,Today,5,1,2,2,4,1,Medium
Work,Fix bug,92,3,Overdue,1,0,3,5,3,0,Low
Work,Write proposal,7,4,Overdue,4,0,5,1,1,0,Medium
Errand,Visit bank,127,1,Today,4,1,2,1,2,1,Low
Errand,Visit bank,163,1,Overdue,3,1,4,2,5,0,Low
Errand,Pick up parcel,25,3,Today,3,0,3,3,1,0,Low
Personal,Plan trip,77,3,This Week,1,1,3,5,1,0,Low
Errand,Book tickets,155,1,This Week,4,1,3,3,1,1,Low
Health,Sleep early,53,4,Next Week,2,1,4,5,4,1,Low
Work,Review code,114,1,Tomorrow,4,1,1,4,2,0,Low
Study,Practice math,68,2,This Week,5,1,5,4,1,0,Low
Personal,Organize photos,177,2,This Week,3,1,5,4,5,1,Low
Health,Go to gym,98,2,No Deadline,3,0,5,1,4,0,Low
Study,Submit assignment,58,3,This Week,4,0,3,4,4,0,Low
Health,Take vitamins,19,3,Overdue,1,1,3,3,4,0,Low
Personal,Pay bills,25,3,No Deadline,3,1,5,1,5,1,Low
Study,Revise notes,67,5,No Deadline,2,0,4,3,1,1,Low
Health,Go to gym,130,3,Tomorrow,1,1,4,3,3,0,Low
Study,Read chapter,69,1,Overdue,4,1,1,4,3,1,Low
Health,Take vitamins,172,5,No Deadline,1,1,3,4,4,1,Low
Personal,Pay bills,63,5,Next Week,4,0,5,3,1,0,Medium
Study,Submit assignment,25,4,Tomorrow,1,1,4,3,2,1,Low
Study,Revise notes,104,4,Overdue,4,1,2,2,3,0,Medium
Work,Write proposal,138,1,This Week,4,0,1,2,4,0,Low
Study,Watch lecture,55,4,Today,3,0,3,5,5,1,Medium
Work,Review code,96,3,Overdue,2,0,3,2,2,1,Medium
Health,Meditate,118,1,Tomorrow,3,0,1,5,4,0,Low
Health,Sleep early,63,3,Today,5,0,1,5,3,1,Medium
Personal,Organize photos,156,1,Next Week,3,0,4,4,4,0,Low
Health,Go to gym,138,4,No Deadline,3,1,2,1,1,0,Low
Health,Cook healthy meal,91,3,Next Week,2,0,1,5,1,1,Low
Health,Take vitamins,156,1,This Week,5,1,2,4,4,0,Low
Personal,Clean room,119,4,No Deadline,4,1,3,2,1,0,Low
Work,Send report,138,2,Next Week,5,0,1,4,1,0,Low
Health,Cook healthy meal,165,4,This Week,4,0,1,5,4,1,Medium
Work,Attend meeting,18,4,Next Week,5,0,3,2,4,0,Medium
Health,Take vitamins,23,1,Today,2,1,1,2,2,1,Low
Errand,Visit bank,46,2,Tomorrow,3,0,3,3,5,0,Low
Personal,Organize photos,96,4,Tomorrow,2,1,2,1,4,0,Medium
Personal,Pay bills,51,3,This Week,5,1,2,1,3,1,Medium
Study,Revise notes,118,5,Tomorrow,5,1,4,2,5,1,High
Errand,Buy groceries,13,3,This Week,2,0,3,4,4,1,Low
Errand,Visit bank,46,1,Today,3,0,2,4,4,1,Low
Personal,Organize photos,138,5,Today,1,1,2,5,5,0,Low
Work,Attend meeting,77,4,Next Week,4,0,2,1,5,1,Medium
Errand,Pick up parcel,151,1,This Week,4,1,4,2,3,1,Low
Study,Watch lecture,169,1,No Deadline,4,0,5,3,2,1,Low
Health,Meditate,106,5,Next Week,4,1,2,5,3,1,Medium
Personal,Plan trip,130,1,Next Week,1,1,2,4,4,1,Low
Study,Revise notes,151,4,No Deadline,2,1,1,3,4,0,Low
Study,Read chapter,133,1,Tomorrow,4,0,2,2,5,1,Low
Work,Fix bug,138,4,Today,4,1,2,1,1,0,Medium
Personal,Plan trip,86,5,Today,4,0,5,3,5,0,Medium
Health,Cook healthy meal,18,4,Overdue,1,1,4,1,4,0,Medium
Health,Sleep early,170,1,Next Week,2,0,2,2,4,0,Low
Study,Watch lecture,108,1,Next Week,1,1,2,3,4,1,Low
Errand,Visit bank,26,2,Overdue,5,0,1,5,5,1,Medium
Work,Send report,159,4,Overdue,4,1,3,1,3,1,High
Study,Submit assignment,21,5,Overdue,1,0,1,4,3,1,Medium
Errand,Visit bank,74,2,Tomorrow,4,1,3,3,4,1,Low
Work,Review code,61,4,Next Week,2,0,1,1,4,1,Medium
Errand,Book tickets,161,3,No Deadline,5,1,4,1,2,0,Low
Errand,Car service,34,3,Next Week,5,0,5,1,2,1,Medium
Work,Send report,57,5,Today,5,1,1,2,2,0,Medium
Personal,Organize photos,125,2,Tomorrow,1,0,5,2,1,1,Low
Personal,Call mom,94,2,Next Week,5,0,2,3,5,1,Medium
Study,Read chapter,37,2,Today,1,0,3,3,2,0,Low
Errand,Buy groceries,47,3,Overdue,5,1,2,4,3,1,Medium
Work,Fix bug,81,5,Overdue,1,1,5,1,5,0,Medium
Study,Revise notes,111,5,No Deadline,3,1,3,4,4,0,Low
Personal,Clean room,122,3,Overdue,4,1,4,4,3,1,Medium
Study,Submit assignment,161,5,Today,2,1,4,3,4,0,Medium
Personal,Call mom,88,4,Today,3,1,5,3,3,0,Medium
Personal,Call mom,57,2,Tomorrow,1,0,1,4,5,1,Low
Study,Practice math,121,3,Next Week,4,1,3,2,5,1,Medium
Health,Cook healthy meal,7,1,Overdue,2,0,5,1,5,0,Low
Errand,Car service,112,4,Tomorrow,5,1,4,5,1,0,Medium
Work,Write proposal,54,1,No Deadline,1,1,1,4,4,1,Low
Work,Write proposal,160,2,Today,3,0,3,4,4,1,Low
Errand,Buy groceries,83,4,No Deadline,4,1,5,4,4,1,Low
Personal,Pay bills,7,2,Next Week,5,1,5,1,3,1,Medium
Health,Cook healthy meal,114,2,No Deadline,1,1,3,1,3,1,Low
Work,Send report,43,2,Overdue,3,0,5,3,1,0,Low
Health,Sleep early,93,4,No Deadline,5,0,3,2,2,1,Medium
Work,Send report,122,1,Next Week,1,1,3,5,3,1,Low
Study,Watch lecture,54,4,Next Week,5,0,3,4,4,1,Medium
Personal,Plan trip,130,2,Tomorrow,3,0,4,1,1,1,Low
Study,Watch lecture,86,4,This Week,3,0,3,3,2,1,Medium
Work,Attend meeting,175,4,Next Week,5,1,4,5,5,1,Medium
Work,Write proposal,85,2,Next Week,1,1,5,5,4,1,Low
Personal,Pay bills,106,5,Overdue,5,1,5,4,4,0,High
Errand,Visit bank,96,4,Today,2,1,2,5,4,1,Low
Errand,Buy groceries,139,1,Overdue,3,0,1,4,5,0,Low
Errand,Car service,90,2,Today,5,0,5,5,1,0,Low
Personal,Organize photos,101,4,Overdue,4,0,4,3,1,0,Medium
Study,Practice math,174,4,Next Week,3,1,3,5,5,1,Medium
Study,Practice math,76,1,No Deadline,3,1,5,2,4,1,Low
Personal,Call mom,20,5,Overdue,4,0,4,4,2,1,Medium
Study,Practice math,119,4,Overdue,3,1,5,2,3,0,Medium
Errand,Visit bank,78,4,Next Week,2,1,5,1,5,0,Medium
Study,Practice math,15,2,Overdue,5,0,3,1,2,0,Medium
Study,Practice math,9,3,Today,5,0,3,2,2,0,Medium
Health,Cook healthy meal,126,5,Next Week,2,1,4,3,5,0,Medium
Study,Read chapter,169,2,No Deadline,5,1,5,4,4,0,Low
Work,Write proposal,27,2,This Week,3,1,4,5,4,1,Low
Personal,Call mom,117,2,Tomorrow,1,1,5,5,4,0,Low
Work,Fix bug,14,4,Next Week,3,1,3,2,5,1,Medium
Health,Meditate,47,1,Overdue,1,0,2,1,3,0,Low
Errand,Car service,165,3,No Deadline,3,1,4,2,4,1,Low
Personal,Call mom,97,4,Next Week,4,0,4,5,3,0,Medium
Health,Cook healthy meal,59,1,Tomorrow,5,0,2,2,2,0,Low
Work,Review code,151,2,Overdue,3,0,2,2,1,1,Medium
Study,Submit assignment,55,2,Tomorrow,4,1,1,1,1,1,Medium
Work,Attend meeting,44,4,Tomorrow,2,0,4,4,5,1,Low
Work,Send report,160,1,Overdue,4,0,4,4,2,0,Low
Work,Review code,131,5,Tomorrow,3,0,1,2,1,0,Medium
Study,Watch lecture,65,4,No Deadline,2,1,5,5,3,0,Low
Study,Watch lecture,118,5,Overdue,3,1,4,4,5,0,Medium
Study,Read chapter,95,4,Today,5,1,2,5,4,1,Medium
Health,Take vitamins,12,5,Next Week,4,0,2,2,3,0,Medium
Work,Review code,100,5,This Week,3,0,5,4,1,0,Medium
Study,Revise notes,144,1,Tomorrow,1,1,4,1,5,1,Low
Study,Practice math,178,1,Today,5,1,4,3,4,0,Low
Personal,Organize photos,156,3,Tomorrow,4,0,5,2,4,0,Medium
Errand,Car service,178,5,Overdue,1,1,1,1,5,1,Medium
Work,Attend meeting,152,1,Today,1,0,1,5,4,0,Low
Study,Revise notes,173,5,Today,1,0,3,4,5,0,Low
Errand,Car service,162,3,No Deadline,4,1,3,3,1,0,Low
Health,Take vitamins,118,5,Tomorrow,2,1,1,1,1,1,Medium
Personal,Clean room,90,3,No Deadline,4,1,3,3,2,1,Low
Errand,Visit bank,58,2,Overdue,3,0,3,2,4,0,Low
Work,Write proposal,7,2,Overdue,1,0,5,1,4,0,Low
Health,Cook healthy meal,34,5,Today,1,1,1,3,4,0,Medium
Study,Revise notes,119,5,This Week,3,0,5,5,1,0,Medium
Personal,Pay bills,32,3,Next Week,5,1,4,3,5,0,Medium
Study,Revise notes,6,3,Overdue,2,1,1,3,2,1,Medium
Work,Review code,23,3,This Week,4,0,4,4,1,0,Low
Health,Sleep early,81,2,Tomorrow,3,0,5,4,1,1,Low
Work,Write proposal,15,5,This Week,5,1,5,5,2,0,Medium
Health,Sleep early,110,3,Next Week,5,0,4,3,5,0,Medium
Work,Write proposal,98,1,Tomorrow,2,1,5,3,1,1,Low
Personal,Clean room,21,5,This Week,4,0,3,2,4,0,Medium
Errand,Book tickets,15,5,Next Week,1,1,2,5,2,1,Medium
Personal,Organize photos,67,2,This Week,1,1,2,4,2,0,Low
Errand,Pick up parcel,36,1,Overdue,5,0,4,4,1,0,Low
Errand,Book tickets,115,2,Tomorrow,1,0,2,4,2,1,Low
Health,Sleep early,99,2,Today,3,1,2,2,2,1,Low
Work,Attend meeting,58,2,This Week,2,1,2,3,2,0,Low
Study,Read chapter,23,5,Today,1,1,3,3,4,1,Medium
Work,Attend meeting,136,2,No Deadline,5,0,4,1,5,1,Low
Work,Write proposal,64,3,Tomorrow,1,1,4,3,5,1,Low
Study,Submit assignment,140,3,Next Week,3,0,2,4,3,0,Low
Errand,Book tickets,154,4,Tomorrow,4,0,3,1,4,1,Medium
Errand,Car service,6,4,Tomorrow,3,0,4,2,5,1,Medium
Health,Sleep early,132,3,Tomorrow,3,1,1,1,2,1,Medium
Study,Watch lecture,100,3,Tomorrow,5,0,1,5,2,0,Low
Personal,Call mom,14,2,No Deadline,2,1,5,1,3,0,Low
Errand,Buy groceries,98,3,Next Week,1,0,5,3,5,1,Low
Errand,Visit bank,54,3,Overdue,2,0,4,4,1,0,Low
Errand,Car service,124,4,No Deadline,5,1,4,5,2,1,Low
Study,Submit assignment,152,4,No Deadline,2,1,2,2,5,0,Low
Work,Fix bug,17,5,Today,5,0,2,5,1,1,Medium
Work,Write proposal,157,3,Today,3,0,2,4,1,0,Low
Work,Send report,146,1,This Week,3,0,2,5,4,1,Low
Personal,Plan trip,111,2,No Deadline,1,0,3,1,2,1,Low
Study,Revise notes,85,5,No Deadline,3,1,3,5,5,0,Low
Work,Attend meeting,44,4,Today,3,1,4,3,1,1,Medium
Personal,Plan trip,22,3,Next Week,5,0,4,1,4,1,Medium
Health,Sleep early,72,5,No Deadline,5,1,5,5,3,0,Medium
Work,Review code,115,1,Tomorrow,3,1,3,1,2,1,Low
Work,Review code,113,4,Next Week,3,1,2,1,4,1,Medium
Study,Submit assignment,103,2,No Deadline,3,1,2,4,3,1,Low
Personal,Clean room,142,4,No Deadline,3,1,3,3,2,1,Low
Errand,Visit bank,20,3,Today,3,0,1,3,1,1,Low
Work,Send report,169,1,Tomorrow,1,1,2,2,3,1,Low
Personal,Plan trip,88,4,Today,2,1,4,4,5,1,Medium
Personal,Organize photos,62,5,This Week,4,1,1,2,5,1,Medium
Work,Send report,178,1,Overdue,4,0,1,1,4,0,Low
Study,Read chapter,87,5,Overdue,2,1,5,5,2,1,Medium
Work,Write proposal,44,4,Overdue,5,0,4,3,3,0,Medium
Personal,Organize photos,175,1,No Deadline,3,1,3,4,4,1,Low
Errand,Car service,19,1,Tomorrow,4,0,3,4,1,1,Low
Health,Meditate,111,4,This Week,1,1,2,2,4,0,Low
Work,Write proposal,86,2,No Deadline,4,1,3,5,2,1,Low
Errand,Book tickets,22,5,Today,5,0,4,2,2,1,High
Errand,Book tickets,33,4,Today,4,0,5,3,4,0,Medium
Work,Fix bug,162,4,Overdue,5,1,4,5,3,1,Medium
Errand,Car service,73,3,No Deadline,3,1,1,4,2,1,Low
Personal,Plan trip,29,2,Tomorrow,5,0,4,5,2,0,Low
Work,Send report,138,4,This Week,1,0,1,5,3,0,Low
Personal,Clean room,174,3,Overdue,4,1,2,5,3,0,Medium
Work,Write proposal,91,5,Overdue,1,0,1,2,4,0,Medium
Personal,Plan trip,134,2,No Deadline,4,1,4,4,1,0,Low
Errand,Car service,96,3,Overdue,1,0,4,1,4,0,Low
Errand,Pick up parcel,34,2,This Week,5,0,4,5,2,1,Low
Health,Meditate,146,5,This Week,3,0,2,2,5,1,Medium
Health,Cook healthy meal,113,4,No Deadline,1,1,5,3,4,0,Low
Personal,Clean room,136,5,Today,2,0,1,1,4,1,Medium
Personal,Clean room,105,1,Overdue,3,0,5,5,3,0,Low
Personal,Clean room,9,5,Next Week,1,1,3,5,5,1,Medium
Personal,Plan trip,159,1,No Deadline,3,1,4,1,5,1,Low
Study,Revise notes,77,4,This Week,1,0,5,3,5,1,Low
Study,Practice math,90,2,Today,1,0,3,5,1,0,Low
Errand,Pick up parcel,166,4,Overdue,1,1,5,3,2,1,Medium
Errand,Visit bank,153,5,This Week,4,0,5,5,1,1,Medium
Personal,Plan trip,66,5,Tomorrow,4,0,3,4,2,0,Medium
Study,Watch lecture,122,1,This Week,1,1,1,2,3,1,Low
Work,Review code,34,2,Today,5,0,2,1,3,0,Medium
Study,Revise notes,137,2,No Deadline,4,1,1,3,1,1,Low
Study,Submit assignment,122,3,Overdue,5,1,5,5,4,0,Medium
Work,Review code,97,5,This Week,5,1,3,3,2,0,Medium
Errand,Visit bank,35,2,Today,1,1,1,1,5,1,Low
Study,Watch lecture,63,2,Next Week,5,0,1,1,4,1,Medium
Health,Sleep early,37,5,Today,4,0,3,3,2,0,Medium
Work,Send report,153,4,Next Week,4,0,5,2,1,1,Medium
Health,Meditate,127,5,Tomorrow,2,0,5,4,5,1,Medium
Study,Revise notes,36,4,Overdue,2,1,4,2,4,1,Medium
Personal,Clean room,175,5,Next Week,1,1,4,5,1,1,Medium
Study,Revise notes,160,3,No Deadline,2,1,4,1,3,0,Low
Personal,Clean room,173,3,Overdue,3,0,2,5,5,0,Low
Study,Watch lecture,6,4,No Deadline,4,0,2,4,2,1,Low
Study,Revise notes,107,1,Today,3,0,2,1,5,1,Low
Personal,Organize photos,68,3,Tomorrow,5,1,1,1,5,1,Medium
Personal,Pay bills,109,3,Overdue,2,1,3,2,2,1,Medium
Work,Fix bug,20,2,Overdue,1,0,4,5,5,0,Low
Study,Submit assignment,74,4,Tomorrow,4,0,5,5,3,1,Medium
Work,Attend meeting,131,3,Tomorrow,2,1,5,5,5,0,Low
Study,Revise notes,31,5,Overdue,5,0,1,2,5,0,High
Study,Submit assignment,82,4,Today,1,0,1,5,5,1,Low
Health,Take vitamins,33,1,Today,2,1,5,5,1,0,Low
Study,Practice math,66,5,Tomorrow,1,1,4,4,2,0,Medium
Work,Send report,109,4,Next Week,1,1,3,4,4,0,Low
Errand,Car service,158,2,Next Week,5,1,3,1,4,0,Medium
Work,Send report,179,5,Tomorrow,3,1,3,2,2,0,Medium
Study,Practice math,63,2,No Deadline,2,1,5,5,1,0,Low
Health,Sleep early,170,2,Today,4,1,4,2,2,0,Low
Health,Cook healthy meal,76,1,Next Week,1,1,4,1,5,1,Low
Errand,Buy groceries,12,2,Overdue,2,1,3,5,3,1,Low
Work,Write proposal,73,3,Today,4,0,3,1,5,0,Medium
Errand,Buy groceries,55,5,This Week,2,1,4,2,3,0,Medium
Work,Attend meeting,77,1,This Week,1,1,4,4,3,0,Low
Errand,Book tickets,40,2,Overdue,2,0,1,2,5,1,Low
Personal,Plan trip,92,3,Tomorrow,5,1,1,3,2,0,Medium
Study,Revise notes,65,3,No Deadline,4,0,3,2,1,0,Low
Work,Attend meeting,58,3,Next Week,3,0,4,4,2,1,Low
Health,Meditate,163,1,Tomorrow,3,0,3,4,1,1,Low
Work,Write proposal,147,5,No Deadline,4,0,4,2,5,1,Medium
